page,written,transcription,phonetic_symbols,is_strong
29,ьnkiam,"ынкъам","",TRUE
29,cenetken,"чиниткин","",FALSE
29,qoraьretьlien,"ӄорагынрэтыԓьэн","bN",TRUE
29,nelgьn,"нэԓгын","",NA
29,jajolqьl,"яаёԓӄыԓ","AL",TRUE
29,coqocken,"","KN",NA
29,cenetken,"чиниткин","",FALSE
29,retemьlqьl,"","LQL",NA
29,jalgьtken,"яԓгыткэн","KN",TRUE
30,cenetken,"чиниткин","",FALSE
30,rekwьtqeьte,"","",NA
30,telpьrkьt,"тэԓпыркын","KT",NA
30,qьnwer,"ӄынвэр","",NA
30,ьnkь,"ынкы","",NA
30,coqocьk,"совӄочык","K",TRUE
30,murgen,"мургин","N",FALSE
30,cenetken,"чиниткин","",FALSE
30,moqor,"мооӄор","",TRUE
30,uweŋe,"уйӈэ","",FALSE
30,cenetken,"чиниткин","",FALSE
30,rekwtqьt,"","TE",NA
30,qьnwr,"ӄынвэр","",NA
30,uwŋe,"уйӈэ","",FALSE
30,ьnkь,"ынкы","",NA
30,coqocьk,"совӄочык","K",TRUE
30,naqam,"наӄам","",TRUE
30,nьmkьqenet,"нымкыӄинэт","NT",FALSE
30,ŋelwьliьt,"ӈэԓвыԓьыт","bT",NA
30,naqam,"наӄам","",TRUE
30,nelgьn,"нэԓгын","",NA
30,tierken,"тъэркин","",FALSE
31,cenetken,"чиниткин","",FALSE
31,jajolqьl,"яаёԓӄыԓ","AL",TRUE
31,tierken,"тъэркин","",FALSE
31,qoraьretьlien,"ӄорагынрэтыԓьэн","",TRUE
31,nelgьn,"нэԓгын","",NA
31,coqocken,"","KN",NA
31,iatav,"а'тав","",TRUE
31,caucwen,"чавчывэн","AN",TRUE
31,эneru,"","NERA",NA
31,coqocetь,"","T",NA
31,nьpereiэn,"","bN",NA
31,cьmŋь,"чымӈы","",NA
31,cama,"чама","",TRUE
31,koqocetь,"","AT",NA
31,caucwen,"","AN",NA
31,cьmŋь,"чымӈы","",NA
31,nьpereiэn,"","b",NA
31,nьmeliu,"нымэԓьэв","A",NA
31,iatav,"а'тав","",TRUE
32,gamьciьlien,"гаймычьыԓьын","bN",TRUE
32,weьrgьn,"выегыргын","",FALSE
32,ŋiocia,"ӈъочьа","A",TRUE
32,ekenen,"","KNN",NA
32,gamьcilien,"гаймычьыԓьын","",TRUE
32,waьrgьn,"вагыргын","",TRUE
32,ŋiocia,"ӈъочьа","A",TRUE
32,ekenen,"","KNN",NA
32,waьrgьn,"вагыргын","",TRUE
32,ieьr,"игыр","",FALSE
32,ŋiocien,"ӈъочьын","N",TRUE
32,waьrgьn,"вагыргын","",TRUE
32,ieьr,"игыр","",FALSE
32,ьmьlio,"ымыԓьо","",TRUE
32,ŋutqen,"ӈотӄэн","",TRUE
32,ŋargьnen,"ӈаргынэн","N",TRUE
32,ŋiocien,"ӈъочьын","N",TRUE
33,teleŋken,"тэԓеӈкин","",FALSE
33,ŋiocien,"ӈъочьын","N",TRUE
33,iьtiьmьlgьn,"ы'ттъымыԓгын","",NA
33,petьqetie,"пинтыӄэтгъи","",FALSE
33,wьtku,"вытку","",FALSE
33,ŋutqen,"ӈотӄэн","",TRUE
33,ŋiowarat,"","T",NA
33,ŋutqen,"ӈотӄэн","",TRUE
33,ьmьlio,"ымыԓьо","",TRUE
33,terkermen,"тиркэрмин","N",FALSE
33,ieьr,"игыр","",FALSE
33,amŋiocien,"","AMbN",NA
33,waьrgьn,"вагыргын","",TRUE
33,ieьr,"игыр","",FALSE
33,ŋutqen,"ӈотӄэн","",TRUE
33,opopь,"опопы","",TRUE
33,macьnan,"мачынан","",TRUE
34,cьmqьk,"чымӄык","",NA
34,pepeqьlgьn,"пипиӄыԓгын","",FALSE
34,nьtemqen,"","NN",NA
34,ьmь,"ымы","",NA
34,cьmqьk,"чымӄык","",NA
34,iorawelian,"о'равэтԓьан","",TRUE
34,nьtemqen,"","NN",NA
34,cьmqьk,"чымӄык","",NA
34,qoraŋь,"ӄораӈы","",TRUE
34,nьtemqen,"","NN",NA
34,ьnanь,"ыннаны","",TRUE
34,ьmьlio,"ымыԓьо","",TRUE
34,waliьn,"ваԓьын","AN",TRUE
34,cemion,"чимгъун","",FALSE
34,qьnur,"ӄынур","QNAR",FALSE
34,iorawelien,"о'равэтԓьэн","N",TRUE
34,ьnanь,"ыннаны","",TRUE
34,ьmьlio,"ымыԓьо","",TRUE
34,kьmiьlgьn,"кымъыԓгын","",NA
34,ьmь,"ымы","",NA
35,gemlьcemiolen,"","",NA
35,iemьrienut,"имыръэнут","",FALSE
35,cьmqьk,"чымӄык","",NA
35,nьtemqen,"","NN",NA
35,ьnanь,"ыннаны","",TRUE
35,cemion,"чимгъун","",FALSE
35,kьmien,"кымъын","KN",NA
35,qьnur,"ӄынур","NAR",FALSE
35,ьnanь,"ыннаны","",TRUE
35,waliьn,"ваԓьын","AN",TRUE
35,ьmь,"ымы","",NA
35,iomtьma,"о'птыма","",TRUE
35,mure,"мури","",FALSE
35,kьmiьlgьn,"кымъыԓгын","",NA
36,rataŋuŋen,"ратанӈавӈэн","",TRUE
36,ijatь,"ыяагты","T",TRUE
36,ŋutkeken,"ӈуткэкин","KK",FALSE
36,iorawelian,"о'равэтԓьан","",TRUE
36,rataŋaŋen,"ратанӈавӈэн","",TRUE
36,cьmqьk,"чымӄык","",NA
36,ŋenko,"ӈэнку","",FALSE
36,wierkьt,"","KT",NA
36,ioraweliat,"о'равэтԓьат","T",TRUE
36,ŋutkeken,"ӈуткэкин","KK",FALSE
36,opopь,"опопы","",TRUE
36,lьen,"ԓыгэн","",NA
36,nьmkьqen,"нымкыӄин","",FALSE
36,ŋanqurь,"ӈанӄоры","",TRUE
36,kacet,"","KACT",NA
36,ŋutku,"ӈутку","",FALSE
36,coqocьk,"совӄочык","K",TRUE
36,kaleran,"","N",NA
36,warkьn,"варкын","",TRUE
36,opopo,"опопы","",TRUE
36,iolencoqocьk,"","L",NA
37,keleguletьk,"","TK",NA
37,ŋutku,"ӈутку","",FALSE
37,cama,"чама","",TRUE
37,kulucek,"","K",NA
37,warkьn,"варкын","",TRUE
37,kaleran,"","N",NA
37,ьmьlio,"ымыԓьо","",TRUE
37,warkьt,"варкыт","T",TRUE
37,kalerat,"","AT",NA
37,ŋutku,"ӈутку","",FALSE
37,cama,"чама","",TRUE
37,coqocьk,"совӄочык","",TRUE
37,warkьn,"варкын","",TRUE
37,kaleran,"","N",NA
37,ijaatь,"ыяагты","T",TRUE
37,rataŋauŋeŋen,"","",NA
37,iorawelian,"о'равэтԓьан","N",TRUE
37,ieьr,"игыр","",FALSE
37,lьen,"ԓыгэн","",NA
37,ŋutku,"ӈутку","",FALSE
37,coqocьk,"совӄочык","K",TRUE
37,keleguletьk,"","TK",NA
37,ieьr,"игыр","",FALSE
38,ŋutenutken,"","KN",NA
38,qoren,"ӄорэн","N",TRUE
38,meьcer,"мигчир","R",FALSE
38,necьqen,"","NCQ",NA
38,cicŋken,"чьэчеӈкин","CCK",FALSE
38,cama,"чама","",TRUE
38,ŋutku,"ӈутку","",FALSE
38,ьrucket,"","RKT",NA
38,lwaurkьt,"ԓывавыркыт","KT",TRUE
38,meьceretьk,"мигчирэтык","TK",FALSE
38,ciceŋkь,"чьэчеӈкы","CCK",FALSE
38,cama,"чама","",TRUE
38,ciacajokь,"чьэчеӈэюк","CACK",FALSE
38,lwaurkьt,"ԓывавыркыт","T",TRUE
38,ьrucket,"","RKT",NA
38,ŋutenutek,"","K",NA
39,necьqen,"","NCQ",NA
39,qoren,"ӄорэн","N",TRUE
39,meьcer,"мигчир","R",FALSE
39,cama,"чама","",TRUE
39,nьmejьqen,"","",NA
39,ciэceŋ,"чьэчеӈ","CC",FALSE
39,ŋutenutken,"","KN",NA
39,macьnan,"мачынан","",TRUE
39,ŋutku,"ӈутку","",FALSE
39,kurcek,"","KRCK",NA
39,iolecoqocьk,"","LK",NA
39,cama,"чама","",TRUE
39,kolocek,"","K",NA
39,kaleran,"","RAN",NA
39,warkьn,"варкын","",TRUE
39,murgen,"мургин","N",FALSE
39,cenetken,"чиниткин","",FALSE
39,jaatь,"ыяагты","T",TRUE
39,qьrьm,"ӄырым","",NA
39,ieьr,"игыр","",FALSE
40,mekьr,"миӈкыри","",FALSE
40,ŋenko,"ӈэнку","",FALSE
40,cьmqьk,"чымӄык","",NA
40,wierkьt,"","KT",NA
40,ejaa,"ыяа","",TRUE
40,ŋutkeken,"ӈуткэкин","KK",FALSE
40,ioraweliat,"о'равэтԓьат","T",TRUE
40,opopь,"опопы","",TRUE
40,lьen,"ԓыгэн","",NA
40,ŋutku,"ӈутку","",FALSE
40,iolecoqocьk,"","LK",NA
40,kaleran,"","N",NA
40,cama,"чама","",TRUE
40,koqocken,"","KAQ",NA
40,warkьn,"варкын","",TRUE
40,kaleran,"","",NA
41,tьŋeweleьm,"","M",NA
41,gьm,"гым","",NA
41,gьmnenet,"гымнинэт","NNT",FALSE
41,ekket,"эккэт","T",NA
41,qьrьm,"ӄырым","",NA
41,ejaaьt,"","T",NA
41,ieьr,"игыр","",FALSE
41,ejaa,"ыяа","",TRUE
41,tiьlьŋurkьt,"","bTK",NA
41,cьmqьk,"чымӄык","",NA
41,wierkьt,"","KT",NA
41,ŋenko,"ӈэнку","",FALSE
41,melgьtaŋьnutak,"","TK",NA
41,opopь,"опопы","",TRUE
41,ŋanqorь,"ӈанӄоры","",TRUE
41,kacet,"","KA",NA
41,nьmkieu,"нымкъэв","",NA
41,lьen,"ԓыгэн","",NA
42,nьmkьqen,"нымкыӄин","",FALSE
42,ŋutku,"ӈутку","",FALSE
42,cukьcke,"","L",NA
42,keleguletьliьl,"","",NA
42,nemьqe,"нэмыӄэй","KE",NA
42,ŋelwьliьken,"","KN",NA
42,meьcer,"мигчир","R",FALSE
42,necьqen,"","KEN",NA
42,qonpь,"ӄонпы","",TRUE
42,iaacek,"а'ачек","",TRUE
42,neŋiletqen,"нэӈъэԓетӄин","N",FALSE
42,neniьqen,"нинъыӄин","NNQ",FALSE
42,qoraŋь,"ӄораӈы","",TRUE
42,qonpь,"ӄонпы","",TRUE
42,kolomj,"коԓё мэй","",TRUE
42,aŋiacgьrrgьn,"аӈъачгыргын","AR",TRUE
42,qoraŋь,"ӄораӈы","",TRUE
43,ьruckete,"","RKT",NA
43,gemo,"гэмо","U",TRUE
43,qoren,"ӄорэн","N",TRUE
43,waьrgьn,"вагыргын","",TRUE
43,gewetь,"гэвэты","",NA
43,waliьn,"ваԓьын","AN",TRUE
43,qьnur,"ӄынур","NAR",FALSE
43,joien,"ёо-нэн","bN",TRUE
43,cemion,"чимгъун","",FALSE
43,qoren,"ӄорэн","N",TRUE
43,amьnan,"амынан","",TRUE
43,qoraьretьrrgьn,"","RRN",NA
43,ьnkiam,"ынкъам","",TRUE
43,ьriceliьt,"","LT",NA
43,lwaurkьt,"ԓывавыркыт","T",TRUE
43,ŋutku,"ӈутку","",FALSE
43,qaawaŋejok,"","K",NA
43,ejuletkьlienet,"","NT",NA
43,coqocken,"","KN",NA
44,qoren,"ӄорэн","N",TRUE
44,waьrgьn,"вагыргын","",TRUE
44,gemoьrucelie,"","RbE",NA
44,camiam,"чамъам","",TRUE
44,gьretьk,"гынритык","TK",FALSE
44,ьkььen,"","N",NA
44,murgьnan,"моргынан","",TRUE
44,metket,"мэткиит","",FALSE
44,mьtgьrerkьnet,"","MRK",NA
44,ŋelwьliьt,"ӈэԓвыԓьыт","bT",NA
44,metket,"мэткиит","",FALSE
44,cenet,"чинит","",FALSE
44,ьkььen,"","N",NA
44,qoren,"ӄорэн","N",TRUE
44,waьrgьn,"вагыргын","",TRUE
44,cenet,"чинит","",FALSE
44,murgьnan,"моргынан","",TRUE
45,gewetь,"гэвэты","",NA
45,waliьn,"ваԓьын","N",TRUE
45,qoraŋь,"ӄораӈы","",TRUE
45,qьnur,"ӄынур","NAR",FALSE
45,kelь,"кэԓы","",NA
45,cama,"чама","",TRUE
45,qoraŋь,"ӄораӈы","",TRUE
45,qьnur,"ӄынур","NAR",FALSE
45,kelь,"кэԓы","",NA
45,cama,"чама","",TRUE
45,iataunan,"а'тавынан","",TRUE
45,nьteqen,"нытэӈӄин","",FALSE
45,ruk,"рук","RK",FALSE
45,plaq,"","PLAQ",NA
45,cama,"чама","",TRUE
45,qьnur,"ӄынур","NAR",FALSE
45,kelь,"кэԓы","",NA
45,qoraŋь,"ӄораӈы","",TRUE
45,iataunan,"а'тавынан","",TRUE
45,nьteqen,"нытэӈӄин","",FALSE
45,ruk,"рук","RK",FALSE
45,naqam,"наӄам","",TRUE
45,tьŋewelem,"","M",NA
45,gьm,"гым","",NA
45,lьe,"","",NA
46,qoren,"ӄорэн","N",TRUE
46,cemion,"чимгъун","",FALSE
46,ьŋen,"ынӈин","",FALSE
46,waliьn,"ваԓьын","AN",TRUE
46,qьnur,"ӄынур","NAR",FALSE
46,kelien,"кэԓьин","bN",FALSE
46,cama,"чама","",TRUE
46,qoren,"ӄорэн","N",TRUE
46,cemion,"чимгъун","",FALSE
46,ajlgьrrgьn,"","AR",NA
46,cama,"чама","",TRUE
46,qoraŋь,"ӄораӈы","",TRUE
46,alьmь,"аԓымы","",TRUE
46,penen,"пэнин","",FALSE
46,roolqьl,"рооԓӄыԓ","",TRUE
46,alьmь,"аԓымы","",TRUE
46,naqam,"наӄам","",TRUE
46,neuqenet,"нивӄинэт","NT",FALSE
46,ьrucket,"","RKT",NA
46,ieьr,"игыр","",FALSE
46,nьmkьqen,"нымкыӄин","",FALSE
46,ieqemьl,"э'ӄимыԓ","",FALSE
46,nwalomore,"","N",NA
46,naqam,"наӄам","",TRUE
46,uwŋe,"уйӈэ","",FALSE
47,neuqenet,"нивӄинэт","NT",FALSE
47,neretgien,"","ET",NA
47,nьmkьqen,"нымкыӄин","",FALSE
47,eqemьl,"э'ӄимыԓ","",FALSE
47,ieьr,"игыр","",FALSE
47,naqam,"наӄам","",TRUE
47,uwŋe,"уйӈэ","",FALSE
47,qonpь,"ӄонпы","",TRUE
47,amьnan,"амынан","",TRUE
47,celgьmemьl,"чеԓгымэмыԓ","",FALSE
47,iэkeŋ,"э'киӈ","",FALSE
47,ьnqen,"ынӄэн","",NA
47,nьrulqen,"ныруԓӄин","NR",FALSE
47,lьenetьk,"ԓыгэнитык","TK",FALSE
47,amtьmŋe,"амтымӈэ","E",TRUE
47,keletiul,"кэԓитъуԓ","",FALSE
47,opopь,"опопы","",TRUE
47,ьnqen,"ынӄэн","",NA
47,raqьlqьl,"раӄыԓӄыԓ","",TRUE
47,celgьmemьl,"чеԓгымэмыԓ","",FALSE
47,amtьmŋe,"амтымӈэ","E",TRUE
47,keletiul,"кэԓитъуԓ","",FALSE
47,lьenetьk,"ԓыгэнитык","TK",FALSE
48,elek,"эԓек","K",FALSE
48,neŋielenmure,"нэӈъэԓенмури","",FALSE
48,elь,"этԓы","",NA
48,eqьlpe,"эӄыԓпэ","",NA
48,эjьlke,"эйыԓкэ","",NA
48,eqьlpe,"эӄыԓпэ","",NA
48,elь,"этԓы","",NA
48,apaŋiuŋьtoka,"апаӈъэвӈытока","KA",TRUE
48,alьmь,"аԓымы","",TRUE
48,neŋielenmure,"нэӈъэԓенмури","",FALSE
48,cejwe,"чейвэ","",FALSE
48,nьlqьnmure,"ныԓӄынмури","",FALSE
48,cewьtkuk,"чейвыткук","KUK",FALSE
48,coqocetь,"","T",NA
48,elek,"эԓек","K",FALSE
48,pьŋьl,"пыӈыԓ","",NA
48,ŋelwьliьken,"","KN",NA
48,nenelietenmure,"","",NA
48,pьkerьk,"","",NA
48,elь,"этԓы","",NA
48,eqьlpe,"эӄыԓпэ","",NA
48,apaŋiuŋьtoka,"апаӈъэвӈытока","",TRUE
48,turьmkere,"","E",NA
48,weler,"вэԓер","",FALSE
49,amьnan,"амынан","",TRUE
49,celgьmemlьqaj,"","QAE",NA
49,necьqen,"","NCQ",NA
49,naqam,"наӄам","",TRUE
49,lьenetьk,"ԓыгэнитык","TK",FALSE
49,nьrulqen,"ныруԓӄин","NR",FALSE
49,amtьmŋe,"амтымӈэ","E",TRUE
49,ьnqen,"ынӄэн","",NA
49,keletiul,"кэԓитъуԓ","",FALSE
49,lьenetьk,"ԓыгэнитык","TK",FALSE
49,uwŋe,"уйӈэ","",FALSE
49,nьrulqen,"ныруԓӄин","NR",FALSE
49,paŋieuŋьtoken,"паӈъэвӈытокэн","TAK",TRUE
49,coqocken,"","KN",NA
49,ьrucket,"","RKT",NA
49,mekьrelь,"миӈкыриԓы","",FALSE
49,waliьt,"ваԓьыт","bT",TRUE
49,эermet,"","T",NA
49,weciьm,"вэчьым","",NA
49,coqocken,"","KN",NA
49,ьruceliьn,"русиԓьын","",FALSE
49,etiьm,"эты-ым","",NA
49,macamьrgьnan,"","MA",NA
50,memьl,"мимыԓ","",FALSE
50,rienut,"ръэнут","",FALSE
50,weciьm,"вэчьым","",NA
50,эermete,"эрмэтэ","T",NA
50,weciьm,"вэчьым","",NA
50,macamьrgьnan,"","MA",NA
50,ieqemьl,"э'ӄимыԓ","",FALSE
50,memьl,"мимыԓ","",FALSE
50,rienut,"ръэнут","",FALSE
50,weciьm,"вэчьым","",NA
50,murgьnan,"моргынан","",TRUE
50,gemo,"гэмо","",TRUE
50,naqam,"наӄам","",TRUE
50,nwalmure,"","N",NA
50,gьm,"гым","",NA
50,tьŋeweleьm,"","M",NA
50,tьkelecerkьn,"","TK",NA
50,iatav,"а'тав","",TRUE
50,ŋutqorь,"ӈотӄоры","",TRUE
50,ьmkьnmal,"ымкынмаԓ","M",TRUE
51,warat,"варат","",TRUE
51,rienut,"ръэнут","",FALSE
51,kьnmal,"кынмаԓ","",TRUE
51,nьteqen,"нытэӈӄин","",FALSE
51,roolqьl,"рооԓӄыԓ","",TRUE
51,iatav,"а'тав","",TRUE
51,nьmelieu,"нымэԓьэв","A",NA
51,wetь,"вэты","",NA
51,paŋiuŋьtok,"паӈъэвӈыток","TK",TRUE
51,cukьcke,"","L",NA
51,kьnmal,"кынмаԓ","",TRUE
51,roolqьl,"рооԓӄыԓ","",TRUE
51,nьteqen,"нытэӈӄин","",FALSE
51,cama,"чама","",TRUE
51,эeŋeŋkь,"эӈэӈкы","K",NA
51,tete,"титэ","TT",FALSE
51,ieqemьluk,"","AK",NA
51,kьnmal,"кынмаԓ","",TRUE
51,ьree,"ытри","",FALSE
51,iaqiorawelian,"","",NA
51,taŋiorawelian,"таӈъоравэтԓьан","",TRUE
52,kolomj,"коԓё мэй","",TRUE
52,aŋiacgьrrgьn,"аӈъачгыргын","ARR",TRUE
52,qoraŋь,"ӄораӈы","",TRUE
52,cama,"чама","",TRUE
52,neniьqen,"нинъыӄин","NNbKQ",FALSE
52,cewьtkuk,"чейвыткук","KK",FALSE
52,naqam,"наӄам","",TRUE
52,ruk,"рук","R",FALSE
52,nьteqen,"нытэӈӄин","",FALSE
52,wetь,"вэты","",NA
52,murkwaraten,"морыкваратэн","TN",TRUE
52,jeьtel,"егтэԓ","",FALSE
52,amьnan,"амынан","",TRUE
52,penen,"пэнин","",FALSE
52,qonpьken,"ӄонпыӈкэн","KN",TRUE
52,murgen,"мургин","N",FALSE
52,ьriecken,"ытръэчкин","KN",FALSE
52,reiьtecŋьken,"","KN",NA
52,qoraŋь,"ӄораӈы","",TRUE
52,ieьr,"игыр","",FALSE
52,coqocьk,"","K",NA
52,ŋelwьliьt,"ӈэԓвыԓьыт","bT",NA
52,ьnkь,"ынкы","",NA
52,warkьt,"варкыт","KT",TRUE
52,cama,"чама","",TRUE
52,mure,"мури","",FALSE
53,koqocken,"","KN",NA
53,kemetiьn,"кимитъын","",FALSE
53,mecьnkь,"мэчынкы","",NA
53,warkьn,"варкын","",TRUE
53,cetewen,"читэвын","",FALSE
53,cama,"чама","",TRUE
53,ьnkь,"ынкы","",NA
53,warkьt,"варкыт","KT",TRUE
53,ьmьlio,"ымыԓьо","",TRUE
53,amьnan,"амынан","",TRUE
53,ьnqen,"ынӄэн","",NA
53,ŋelgьn,"нэԓгын","",NA
53,tiэrken,"тъэркин","",FALSE
53,cama,"чама","",TRUE
53,kultalgьn,"коԓтаԓгын","",TRUE
53,ьnqenat,"ынӄэнат","T",TRUE
53,tiэrkenet,"тъэркинэт","NT",FALSE
53,cama,"чама","",TRUE
53,tenugьn,"тэнуйгын","",FALSE
53,tiэrken,"тъэркин","",FALSE
53,emьrienut,"имыръэнут","",FALSE
53,mecьnkь,"мэчынкы","",NA
54,joreq,"юрэӄ","",FALSE
54,qeqьn,"ӄээӄын","",NA
54,coqocetь,"","T",NA
54,iorawelian,"о'равэтԓьан","",TRUE
54,mьrepereŋьn,"","MPR",NA
54,ŋanqurь,"ӈанӄоры","",TRUE
54,mekeken,"миӈкэкин","KKN",FALSE
54,eur,"эвыр","",NA
54,koqocken,"","KAQ",NA
54,eulьm,"","EULM",NA
54,joreq,"юрэӄ","",FALSE
54,emlььn,"","",NA
54,tьŋewelьn,"","N",NA
54,kelekel,"кэԓикэԓ","",FALSE
54,ŋutqen,"ӈотӄэн","",TRUE
