page,written,transcription,phonetic_symbols,is_strong
6,tiьcgьrgьn,"тъычгыргын","bT",NA
6,iliьlgьpь,"ы'ԓьыԓгыпы","P",NA
6,qoriar,"","R",NA
6,waliьn,"ваԓьын","AN",TRUE
6,cama,"чама","",TRUE
6,meqorь,"","",NA
6,waliьn,"ваԓьын","AN",TRUE
6,qoriar,"","R",NA
6,emlььэn,"","",NA
7,melewrmete,"","TE",NA
7,nьlqьrernen,"ныԓӄырирӄин","LQR",FALSE
7,iatav,"а'тав","",TRUE
7,qoren,"ӄорэн","N",TRUE
7,tiьcgьrgьn,"тъычгыргын","bT",NA
7,ŋutku,"ӈутку","",FALSE
7,coqocьk,"совӄочык","K",TRUE
7,iatav,"а'тав","",TRUE
7,murgen,"мургин","N",FALSE
7,ŋiowarat,"","T",NA
7,ŋutqen,"ӈотӄэн","",TRUE
7,ceŋet,"чеӈэт","",FALSE
7,iatav,"а'тав","",TRUE
7,nьmeliu,"нымэԓьэв","A",NA
7,cemiot,"чимгъут","T",FALSE
7,leute,"","T",NA
7,nьmeliu,"нымэԓьэв","A",NA
7,iatav,"а'тав","",TRUE
7,ŋutketeьnьk,"","TK",NA
7,qьnur,"ӄынур","KAR",FALSE
7,terker,"","TR",NA
7,mьngeterkьn,"мынгитэркын","TR",FALSE
8,ьnqen,"ынӄэн","",NA
8,tenmьciьn,"тэнмычьын","",NA
8,lьen,"ԓыгэн","",NA
8,tenmьcio,"тэнмычьо","A",TRUE
8,terker,"","TR",NA
8,warata,"варата","TA",TRUE
8,iьnьlgьrkьn,"","bN",NA
8,tenmьcio,"тэнмычьо","A",TRUE
8,ьnqen,"ынӄэн","",NA
8,lьen,"ԓыгэн","",NA
8,terker,"","TR",NA
8,ŋiowarata,"","TA",NA
8,ceŋet,"чеӈэт","",FALSE
8,morgen,"","N",NA
8,ŋutqen,"ӈотӄэн","",TRUE
8,ŋiowarat,"","T",NA
8,qeьlьnanget,"ӄэгԓынангэт","",TRUE
8,ŋutqen,"ӈотӄэн","",TRUE
8,mure,"мури","",FALSE
8,ieьr,"игыр","",FALSE
8,ŋotqenamure,"","",NA
8,waj,"вай","",TRUE
8,ьnqen,"ынӄэн","",NA
9,caucwen,"чавчывэн","UN",TRUE
9,cьmŋь,"чымӈы","",NA
9,macьnan,"мачынан","",TRUE
9,kapenatetь,"","KAPNTT",NA
9,naqam,"наӄам","",TRUE
9,kemetiьn,"кимитъын","",FALSE
9,amtьmŋe,"амтымӈэ","TM",TRUE
9,rurkьnen,"","RUKNN",NA
9,iemte,"э'птэ","",NA
9,nwaŋerkьn,"","NRK",NA
9,caucu,"чавчыв","",TRUE
9,ŋotketeьnьk,"","TK",NA
9,cьmŋь,"чымӈы","",NA
9,caucwen,"чавчывэн","UN",TRUE
9,kapenatetь,"","KAPNTT",NA
9,qanmjono,"","A",NA
10,iatav,"а'тав","",TRUE
10,ьŋen,"ынӈин","",FALSE
10,ьnqen,"ынӄэн","",NA
10,qьnur,"ӄынур","KAR",FALSE
10,ctalena,"","CTAL",NA
10,warata,"варата","TA",TRUE
10,nejaarkьnen,"","NARNN",NA
10,ŋьowarata,"","TA",NA
10,ieьrken,"игыркин","",FALSE
10,ceŋet,"чеӈэт","",FALSE
10,murgen,"мургин","N",FALSE
10,warat,"варат","",TRUE
10,grguca,"гыргоча","",TRUE
10,nielige,"нъэԓгъи","",FALSE
10,ŋьowaraten,"","TN",NA
10,ŋutqen,"ӈотӄэн","",TRUE
10,waьrgьn,"вагыргын","",TRUE
10,grguca,"гыргоча","",TRUE
10,mure,"мури","",FALSE
10,ьgamьciьliьn,"гаймычьыԓьын","",TRUE
10,эeuca,"эвыча","",TRUE
10,nielige,"нъэԓгъи","",FALSE
10,waьrgьn,"вагыргын","",TRUE
10,ceŋet,"чеӈэт","",FALSE
10,nermeqen,"нэрмэӄин","NRM",FALSE
10,ŋiocien,"ӈъочьын","N",TRUE
10,waьrgьn,"вагыргын","",TRUE
10,ieьr,"игыр","",FALSE
11,qьnuriьm,"ӄынур-ым","NARM",FALSE
11,lenenьn,"","NN",NA
11,waьrgьn,"вагыргын","",TRUE
11,torgwaьrgьn,"торвагыргын","",TRUE
11,ŋutqen,"ӈотӄэн","",TRUE
11,murgen,"мургин","N",FALSE
11,tьŋeweilьn,"","N",NA
11,cemion,"чимгъун","",FALSE
11,ŋutqen,"ӈотӄэн","",TRUE
11,qьete,"ӄыгите","QET",FALSE
11,kelekel,"кэԓикэԓ","",FALSE
11,morkwaratьk,"","TK",NA
11,gьm,"гым","",NA
11,tьkelecerkьn,"","TK",NA
11,amgьmnan,"амгымнан","",TRUE
11,qeьlьnanget,"ӄэгԓынангэт","",TRUE
11,jurieq,"юрэӄ","",FALSE
11,qeьlьnanget,"ӄэгԓынангэт","",TRUE
12,iepe,"э'птэ","",NA
12,teerkьn,"","TRK",NA
12,jureq,"юрэӄ","",FALSE
12,ŋutqen,"ӈотӄэн","",TRUE
12,qoriar,"","R",NA
12,penen,"пэнин","",FALSE
12,murgen,"мургин","N",FALSE
12,qoriargьrgьn,"","RR",NA
12,eun,"эвын","",NA
12,teleŋken,"тэԓеӈкин","KN",FALSE
12,penen,"пэнин","",FALSE
12,qonpь,"ӄонпы","",TRUE
12,penen,"пэнин","",FALSE
12,qoren,"ӄорэн","N",TRUE
12,wieьrgьn,"въэгыргын","RN",NA
12,penen,"пэнин","",FALSE
12,cama,"чама","",TRUE
12,qolnetqen,"ӄоԓ нитӄин","",TRUE
12,iliьl,"ы'ԓьыԓ","",NA
12,iatkuma,"а'ткэвма","A",TRUE
12,nьtwaqen,"","AN",NA
12,ьnkь,"ынкы","",NA
12,nьqomqeten,"","N",NA
12,ŋelwьl,"ӈэԓвыԓ","",NA
12,cama,"чама","",TRUE
12,ieьэ,"э'гъё","",TRUE
13,nenanmьqen,"нэнанмыӄэн","NN",TRUE
13,qoraŋь,"ӄораӈы","",TRUE
13,qьnwr,"ӄынвэр","",NA
13,nьtelpьqen,"","NTP",NA
13,ŋelwьl,"ӈэԓвыԓ","",NA
13,cama,"чама","",TRUE
13,qoriar,"","R",NA
13,kьnmal,"кынмаԓ","",TRUE
13,cama,"чама","",TRUE
13,nьtьmŋuqen,"","NT",NA
13,qoraŋь,"ӄораӈы","",TRUE
13,pele,"пэтԓе","",FALSE
13,weŋe,"уйӈэ","",FALSE
13,ŋelwьl,"ӈэԓвыԓ","",NA
13,nьnielqen,"","NNQ",NA
13,qoraŋь,"ӄораӈы","",TRUE
13,qonpь,"ӄонпы","",TRUE
13,neŋiletqen,"нэӈъэԓетӄин","N",FALSE
13,qoren,"ӄорэн","N",TRUE
13,эetьn,"этын","",NA
13,caucu,"чавчыв","A",TRUE
14,wьtku,"вытку","",FALSE
14,nuieqen,"","NQ",NA
14,wьtku,"вытку","",FALSE
14,nьpaqen,"ныпааӄэн","NN",TRUE
14,meьceretьk,"мигчирэтык","TK",FALSE
14,qonpь,"ӄонпы","",TRUE
14,qoraŋь,"ӄораӈы","",TRUE
14,эelь,"этԓы","",NA
14,эemlьtkuke,"","",NA
14,meьcer,"мигчир","R",FALSE
14,qonpь,"ӄонпы","",TRUE
14,ьmjaьtalŋet,"","MT",NA
14,qьnur,"ӄынур","QNR",FALSE
14,joiэen,"","bN",NA
14,cemion,"чимгъун","",FALSE
14,qoren,"ӄорэн","N",TRUE
15,qьnur,"ӄынур","QNR",FALSE
15,ilel,"иԓииԓ","",FALSE
15,qьnur,"ӄынур","QNR",FALSE
15,peŋepe,"пиӈэпиӈ","P",FALSE
15,qьnur,"ӄынур","QNR",FALSE
15,kelien,"кэԓьин","bN",FALSE
15,cemion,"чимгъун","",FALSE
15,qoren,"ӄорэн","N",TRUE
15,ьŋen,"ынӈин","",FALSE
15,waliьn,"ваԓьын","N",TRUE
15,cemion,"чимгъун","",FALSE
15,ьnanь,"ыннаны","",TRUE
15,waliьt,"ваԓьыт","AT",TRUE
15,qol,"ӄоԓ","",TRUE
15,memьl,"мимыԓ","",FALSE
15,qьnur,"ӄынур","QNR",FALSE
15,ьŋen,"ынӈин","",FALSE
15,waliьn,"ваԓьын","AN",TRUE
15,qoraŋь,"ӄораӈы","",TRUE
15,qьnur,"ӄынур","QNR",FALSE
15,ьnanь,"ыннаны","",TRUE
15,waliьt,"ваԓьыт","AT",TRUE
15,ьnqenot,"ынӄэнат","T",TRUE
16,tola,"[Толя(?), имя приезжего]","TAL",TRUE
16,kamcamol,"комсомоԓ[ыԓьын]","KAMC",TRUE
16,nьteqen,"нытэӈӄин","",FALSE
16,wacьro,"[Василий(?), имя приезжего]","UACR",TRUE
16,kamcamol,"комсомоԓ[ыԓьын]","KAMC",TRUE
16,ьnqen,"ынӄэн","",NA
16,nьteqen,"нытэӈӄин","",FALSE
16,teьrьnkeu,"[имя]","",TRUE
16,kamcamol,"комсомоԓ[ыԓьын]","KAMCM",TRUE
16,mecьnk,"мэчынкы","",NA
16,qol,"ӄоԓ","",TRUE
16,эegьnkeu,"[Эгенкау, имя сына Теневиля]","",TRUE
16,kamcamol,"комсомоԓ[ыԓьын]","KAM",TRUE
16,mecьnk,"мэчынкы","",NA
16,qol,"ӄоԓ","",TRUE
16,maucek,"[Mаусек, имя сына Теневиля]","",TRUE
16,kamcamol,"комсомоԓ[ыԓьын]","KAM",TRUE
17,qol,"ӄоԓ","",TRUE
17,eekor,"[Егор, имя сына Теневиля]","",TRUE
17,kamcamol,"комсомоԓ[ыԓьын]","KAM",TRUE
17,keulqut,"[имя]","",TRUE
17,kamcamol,"комсомоԓ[ыԓьын]","KAM",TRUE
17,teulalqut,"[имя]","TUL",TRUE
17,kamcamol,"комсомоԓ[ыԓьын]","KAM",TRUE
17,qol,"ӄоԓ","",TRUE
17,"ierьl","[имя?]","",TRUE
17,kamcamol,"комсомоԓ[ыԓьын]","KAM",TRUE
17,ŋelwьliьken,"","KN",NA
17,iataru,"","",NA
17,gьtepьciьn,"гыттапъёчгын","bN",TRUE
17,ьnqen,"ынӄэн","",NA
17,ьnqen,"ынӄэн","",NA
17,nьmnьm,"нымным","",NA
17,ŋeuiьtiьn,"ӈэвъыттъын","",NA
17,reja,"","",NA
17,tьŋewel,"","",NA
17,nьmnьm,"нымным","",NA
17,retwie,"","",NA
17,macь,"","MAC",NA
18,ieuŋeut,"","",NA
18,rajanen,"","",NA
18,ŋekьk,"ӈээкык","",NA
18,ьnqen,"ынӄэн","",NA
18,nьmnьm,"нымным","",NA
18,qeju,"ӄэюу","",FALSE
18,pecwak,"пээчвак","",TRUE
18,penwel,"пэнвэԓ","",NA
18,kьrьmьt,"","",NA
18,tacьmьtь,"таачымынты","",TRUE
18,ŋerquliьn,"","",NA
18,ŋьroqauliьn,"","",NA
18,ŋьraqauliьn,"","",NA
18,cьmŋь,"чымӈы","",NA
18,ьcwek,"ычвэк","",NA
18,qejo,"ӄэюу","",FALSE
18,qьleken,"ӄԓикин","",FALSE
18,wakacqur,"ваӈӄасӄор","",TRUE
18,kьrmqur,"кырымӄор","",TRUE
19,rekwt,"рэквыт","",NA
19,moqor,"мооӄор","",TRUE
19,gakaqor,"гакаӈӄор","",TRUE
19,эkweu,"эквэв","",NA
19,mьraьnelet,"","NLT",NA
19,moliьn,"","N",NA
19,jaacena,"яаченаӈ","",TRUE
19,relqeneŋ,"","",NA
19,mьraralqenaŋ,"","",NA
19,ŋacgьralqenaŋ,"","",NA
19,ьnqen,"ынӄэн","",NA
19,nьmnьm,"нымным","",NA
19,qoren,"ӄорэн","N",TRUE
19,nьmnьtwan,"","N",NA
19,ьmьlio,"ымыԓьо","",TRUE
19,ŋutqen,"ӈотӄэн","",TRUE
19,caucwen,"чавчывэн","N",TRUE
19,qonpь,"ӄонпы","",TRUE
19,iaacek,"а'ачек","",TRUE
19,nьcewtkuqen,"","NKA",NA
19,wьtku,"вытку","",FALSE
19,nьpelqetqen,"ныпэԓӄэтӄин","NPN",FALSE
20,wьtku,"вытку","",FALSE
20,nьpaaqen,"ныпааӄэн","NN",TRUE
20,meьceretьk,"мигчирэтык","TK",FALSE
20,qoraŋь,"ӄораӈы","",TRUE
20,эlь,"этԓы","",NA
20,emlьtkokьlien,"","AK",NA
20,meьcer,"мигчир","R",FALSE
20,qonpь,"ӄонпы","",TRUE
20,nьcewьtkoqen,"","NUQ",NA
20,qьnur,"ӄынур","QNAR",FALSE
20,joien,"ёо-нэн","bN",TRUE
20,cemion,"чимгъун","",FALSE
20,qoren,"ӄорэн","N",TRUE
20,qьnur,"ӄынур","QNAR",FALSE
20,cama,"чама","",TRUE
20,kelien,"кэԓьин","bN",FALSE
20,cemion,"чимгъун","",FALSE
20,qoren,"ӄорэн","N",TRUE
20,naqam,"наӄам","",TRUE
20,ruk,"рук","RK",FALSE
20,nьteqen,"нытэӈӄин","",FALSE
20,pьlaq,"","PLAQ",NA
20,iomtьma,"о'птыма","",TRUE
20,cama,"чама","",TRUE
20,jaak,"яак","K",TRUE
20,nьteqen,"нытэӈӄин","",FALSE
20,naqam,"наӄам","",TRUE
20,cama,"чама","",TRUE
20,qьnur,"ӄынур","QNAR",FALSE
20,kelь,"кэԓы","",NA
21,ьmь,"ымы","",NA
21,эetьnwa,"этынва","A",TRUE
21,эelь,"этԓы","",NA
21,jeguletke,"эйгуԓеткэ","E",FALSE
21,ьkьэn,"","N",NA
21,эetьnwa,"этынва","A",TRUE
21,cenet,"чинит","",FALSE
21,gewetь,"гэвэты","T",NA
21,waliьn,"ваԓьын","AN",TRUE
21,qoren,"ӄорэн","N",TRUE
21,cemion,"чимгъун","",FALSE
21,qonpь,"ӄонпы","",TRUE
21,qьnur,"ӄынур","QNAR",FALSE
21,iomtьma,"о'птыма","",TRUE
21,ŋargьnen,"ӈаргынэн","N",TRUE
21,qьnur,"ӄынур","NAR",FALSE
21,ьnkeken,"ынкэкин","N",FALSE
21,tenmьciьn,"тэнмычьын","",NA
21,lьen,"ԓыгэн","",NA
21,qoraŋь,"ӄораӈы","",TRUE
21,gьmnan,"гымнан","",TRUE
21,lьe,"","",NA
21,gьm,"гым","",NA
21,tьŋeweleьm,"","M",NA
21,wae,"вай","",TRUE
21,ьnqen,"ынӄэн","",NA
21,ŋutqenagьm,"","NAM",NA
22,iatav,"а'тав","",TRUE
22,macьnan,"мачынан","",TRUE
22,caucwen,"чавчывэн","N",TRUE
22,cьmŋь,"чымӈы","",NA
22,koqocetь,"","KAT",NA
22,nьmeliu,"нымэԓьэв","",NA
22,nьpereien,"","PN",NA
22,iemte,"э'птэ","",NA
22,nwaŋerkьn,"","NKN",NA
22,caucwen,"чавчывэн","N",TRUE
22,cьmŋь,"чымӈы","",NA
22,amьnan,"амынан","",TRUE
22,cьmŋь,"чымӈы","",NA
22,ьnqen,"ынӄэн","",NA
22,wler,"вэԓер","",FALSE
22,naqam,"наӄам","",TRUE
22,kemetiьn,"кимитъын","",FALSE
22,kьnmal,"кынмаԓ","",TRUE
22,mnurkьn,"","MR",NA
22,naqam,"наӄам","",TRUE
22,kemetiьn,"кимитъын","",FALSE
22,ceŋet,"чеӈэт","",FALSE
22,iemte,"э'птэ","",NA
22,nьmeьcererkьn,"","KN",NA
22,caucwen,"чавчывэн","AN",TRUE
22,cьmŋь,"чымӈы","",NA
22,amьnan,"амынан","",TRUE
23,rekwьt,"рэквыт","",NA
23,ьŋe,"ынӈэ","",NA
23,wetь,"вэты","",NA
23,ьŋe,"ынӈэ","",NA
23,rekwьt,"рэквыт","",NA
23,ьnqen,"ынӄэн","",NA
23,ьŋe,"ынӈэ","",NA
23,amьnan,"амынан","",TRUE
23,cьmŋь,"чымӈы","",NA
23,macьnan,"мачынан","",TRUE
23,qanmejono,"","NA",NA
23,koqocetь,"","KAT",NA
23,cama,"чама","",TRUE
23,kapenatetь,"","KAPNTT",NA
23,caucwen,"чавчывэн","N",TRUE
23,kьnmal,"кынмаԓ","",TRUE
23,nьnielien,"","NN",NA
23,keьceretьk,"","TK",NA
23,ьre,"ытри","",FALSE
23,ŋiociьn,"ӈъочьын","",TRUE
23,caucu,"чавчыв","",TRUE
23,meьceretьk,"мигчирэтык","TK",FALSE
23,ьŋen,"ынӈин","",FALSE
23,mecьnkь,"мэчынкы","",NA
23,ьŋatal,"ынӈатаԓ","",TRUE
23,kemetiьn,"кимитъын","",FALSE
23,kьnmal,"кынмаԓ","",TRUE
23,wьtku,"вытку","",FALSE
24,tierken,"тъэркин","",FALSE
24,ŋutqen,"ӈотӄэн","",TRUE
24,warat,"варат","",TRUE
24,amtьmŋe,"амтымӈэ","",TRUE
24,jara,"янра","",TRUE
24,warkьn,"варкын","",TRUE
24,caucu,"чавчыв","",TRUE
24,lienetьk,"ԓыгэнитык","T",FALSE
24,ceŋet,"чеӈэт","",FALSE
24,kьnmal,"кынмаԓ","",TRUE
24,meьceretьk,"мигчирэтык","TK",FALSE
24,opopь,"опопы","",TRUE
24,ceŋet,"чеӈэт","",FALSE
24,cama,"чама","",TRUE
24,nlgьn,"нэԓгын","",NA
24,cama,"чама","",TRUE
24,qaanmj,"ӄаанмэ","",TRUE
24,iemьriэnut,"имыръэнут","",FALSE
24,kьnmal,"кынмаԓ","",TRUE
24,mekьrelь,"миӈкыриԓы","",FALSE
24,amьnan,"амынан","",TRUE
24,coqocken,"","KN",NA
24,tierken,"тъэркин","",FALSE
24,koqocetь,"","T",NA
24,qaanmj,"ӄаанмэ","",TRUE
25,cama,"чама","",TRUE
25,nelgьn,"нэԓгын","",NA
25,rьrьt,"","",NA
25,koqocetь,"","T",NA
25,tierken,"тъэркин","",FALSE
25,amьnan,"амынан","",TRUE
25,coqocken,"","KN",NA
25,opopь,"опопы","",TRUE
25,caucwen,"чавчывэн","N",TRUE
25,mьnpereien,"","bN",NA
25,cьmŋь,"чымӈы","",NA
25,qaanmejono,"ӄаанмыёно","NA",TRUE
25,nьmeliu,"нымэԓьэв","A",NA
25,iatav,"а'тав","",TRUE
25,ьŋe,"ынӈэ","",NA
25,analgauka,"","ANAK",NA
25,iatav,"а'тав","",TRUE
25,ьŋe,"ынӈэ","",NA
25,caucwat,"чавчыват","",TRUE
25,iemte,"э'птэ","",NA
25,kьnmal,"кынмаԓ","",TRUE
25,meьceretьk,"мигчирэтык","TK",FALSE
25,opopь,"опопы","",TRUE
25,ceŋet,"чеӈэт","",FALSE
25,kьnmal,"кынмаԓ","",TRUE
26,lьenetьk,"ԓыгэнитык","T",FALSE
26,nьpьluqen,"ныппыԓюӄин","",FALSE
26,ŋutqen,"ӈотӄэн","",TRUE
26,nutenut,"нутэнут","",FALSE
26,ceŋet,"чеӈэт","",FALSE
26,kьnmal,"кынмаԓ","",TRUE
26,ьre,"ытри","",FALSE
26,ŋiociьn,"ӈъочьын","",TRUE
26,caucwata,"чавчывата","",TRUE
26,cьmŋь,"чымӈы","",NA
26,qaanmejono,"ӄаанмыёно","NA",TRUE
26,koqocetь,"","",NA
26,nuaŋerkьn,"","NA",NA
26,iemte,"э'птэ","",NA
26,caucwen,"чавчывэн","",TRUE
26,cama,"чама","",TRUE
26,ŋerq,"ӈирэӄ","",FALSE
26,cama,"чама","",TRUE
26,ŋьroq,"ӈыроӄ","",TRUE
26,cama,"чама","",TRUE
26,ŋьraq,"ӈырaӄ","",NA
26,cama,"чама","",TRUE
26,mьlьŋen,"мытԓыӈэн","",NA
27,cama,"чама","",TRUE
27,ьnanmьlьŋen,"ыннанмытԓыӈэн","",TRUE
27,cama,"чама","",TRUE
27,ŋeriamьlьŋen,"ӈэръамытԓыӈэн","",TRUE
27,qol,"ӄоԓ","",TRUE
27,nьmnьm,"нымным","",NA
27,neme,"нэмэ","",NA
27,qьnwer,"ӄынвэр","",NA
27,tecьce,"тысяча","",TRUE
27,caucwen,"чавчывэн","N",TRUE
27,cьmŋь,"чымӈы","",NA
27,coqocetь,"","KT",NA
27,cama,"чама","",TRUE
27,kapenatetь,"","KAPTT",NA
27,qaanmjono,"ӄаанмыёно","NA",TRUE
27,wьtku,"вытку","",FALSE
27,kemetiьn,"кимитъын","",FALSE
27,kьnmal,"кынмаԓ","",TRUE
27,ьŋatal,"ынӈатаԓ","",TRUE
27,ceŋet,"чеӈэт","",FALSE
27,waьrgьn,"вагыргын","",TRUE
27,nьmlьtkuien,"","NbN",NA
27,opopь,"опопы","",TRUE
27,iatav,"а'тав","",TRUE
28,uweŋe,"уйӈэ","",FALSE
28,aŋiociьka,"","KA",NA
28,uweŋe,"уйӈэ","",FALSE
28,cawcwaka,"","KA",NA
28,kьnmal,"кынмаԓ","",TRUE
28,meьcergrgьn,"мэгчергыргын","RR",FALSE
28,niьnielь,"","bNN",NA
28,opopь,"опопы","",TRUE
28,katgutь,"","KAT",NA
28,meьceretьk,"мигчирэтык","TK",FALSE
28,warat,"варат","",TRUE
28,ŋutqen,"ӈотӄэн","",TRUE
28,caucu,"чавчыв","",TRUE
28,ьree,"ытри","",FALSE
28,ŋiociьn,"ӈъочьын","",TRUE
28,meьceretьk,"мигчирэтык","TK",FALSE
28,katgutь,"","KAT",NA
28,nьmkьqen,"нымкыӄин","",FALSE
28,caucwen,"чавчывэн","AN",TRUE
28,qaanmj,"ӄаанмэ","",TRUE
28,cьmŋь,"чымӈы","",NA
29,cama,"чама","",TRUE
29,nelgьn,"нэԓгын","",NA
29,ьmьlio,"ымыԓьо","",TRUE
29,caucwen,"чавчывэн","AN",TRUE
29,koqocetь,"","KAT",NA
29,jureq,"юрэӄ","",FALSE
29,coqoc,"совхоз","",TRUE
29,mecьnkь,"мэчынкы","",NA
29,niьnielьrkьn,"","bNN",NA
